text,text_type,real_tag,category,predicted_k_0,predicted_k_1,predicted_k_2,predicted_k_3,predicted_k_4,predicted_k_5,predicted_k_10,predicted_k_20,predicted_k_50
ببینید | حمله به گوگوش بعد از پایان کنسرت در استرالیا | فرار گوگوش از مشت و لگد ؛ خجالت بکش بی‌شرف! | ساسی‌ مانکن هم لقب گرفت: «بی‌شرف»,only_title,0,سیاسی,0.0,,,,,,,0.0,
عکسی که خبرسازی ها درباره فرار استاندار سابق خوزستان را به باد فنا داد,only_title,0,ورزشی,0.0,,,,,,,0.0,
طرح جنجالی مجلس برای فضای مجازی از دستور کار خارج شد,only_title,1,سیاسی,0.0,,,,,,,0.0,
امدادرسانی تیم های طب و پزشکی ارتش به زلزله زدگان ترکیه,only_title,0,اجتماعی,1.0,,,,,,,1.0,
پیاله ۵هزار ساله از خانه روستایی کشف شد/عکس,only_title,0,اجتماعی,0.0,,,,,,,0.0,
این خودرو ۱۳ میلیون دیگر گران شد | جدیدترین تغییرات قیمت خودروهای پرطرفدار را ببینید ؛ از پراید تا ۲۰۷ اتوماتیک,only_title,1,اقتصادی,0.0,,,,,,,1.0,
فیلم | تنها شانس  بزرگ تارا و شاهین در جنگ با خودروهای چینی و  ماشین های ترکیه!,only_title,0,علم و تکنولوژی,0.0,,,,,,,0.0,
ادامه داستان مخوف مسموم شدن دانش آموزان قمی در مدرسه ؛ امروز هم ۲۵ نفر مسموم شدند | پشت پرده این اتفاق روشن شد؟,only_title,1,اجتماعی,1.0,,,,,,,1.0,
تیراندازی رزمندگان مقاومت به خودروی صهیونیست ها در نابلس,only_title,0,اخبار جهان,0.0,,,,,,,0.0,
هزاره سوم عصر انفجار دانش است/ اهمیت سواد رسانه ای,only_title,0,سیاسی,0.0,,,,,,,0.0,
طارمی نیازی به دفاع مربی پورتو ندارد/ او آخرین قربانی نخواهد بود,only_title,0,ورزشی,0.0,,,,,,,0.0,
قیمت ربع سکه بهار آزادی امروز چهارشنبه هفتم اردیبهشت ماه ۱۴۰۱,only_title,0,اقتصادی,0.0,,,,,,,0.0,
تصاویر رکوردشکنی اسپیس ایکس را ببینید | ذوق‌زدگی ایلان ماسک از آزمایش هیجان‌انگیز موتورهای رپتور,only_title,0,علم و تکنولوژی,0.0,,,,,,,0.0,
خبر جدید مدیرعامل سازمان تامین‌ اجتماعی درباره زمان پرداخت عیدی بازنشستگان/ جزئیات چگونگی افزایش حقوق بازنشستگان,only_title,1,اقتصادی,0.0,,,,,,,1.0,
تکذیب اظهار نظر شمخانی درباره  ارمنستان و آذربایجان / عکس,only_title,0,سیاسی,0.0,,,,,,,0.0,
زمان واریز یارانه نقدی تیر ماه ۱۴۰۱,only_title,1,اقتصادی,0.0,,,,,,,1.0,
ابلاغ دستور العمل برگزاری تجمعات قانونی | تعیین برگزار کنندگان و تامین کنندگان امنیت تجمعات الزامی است,only_title,0,سیاسی,0.0,,,,,,,0.0,
کتابخانه‌های کانون پرورش فکری واگذار می‌شود؟ | واکنش اهالی فرهنگ و ادب,only_title,0,فرهنگی و هنری,1.0,,,,,,,0.0,
ترویج فرهنگ حجاب و عفاف به سلامت جامعه منتج می‌شود ,only_title,0,اجتماعی,1.0,,,,,,,0.0,
حمایت کاپیتان پرسپولیس از وریا غفوری,only_title,0,ورزشی,0.0,,,,,,,0.0,
(عکس) واکنش علی دایی به حادثه تلخ آبادان,only_title,0,ورزشی,0.0,,,,,,,0.0,
۱۴ هزار زائر از مرز تمرچین به کشور بازگشته اند,only_title,0,اجتماعی,0.0,,,,,,,0.0,
(تصاویر) خوردن گوشت یکی از کمیاب‌ترین تمساح‌های جهان!,only_title,0,علم و تکنولوژی,0.0,,,,,,,0.0,
حقوق سال آینده کارمندان چگونه افزایش می یابد؟ |  جزئیات اجرای مدل پلکانی معکوس,only_title,1,اقتصادی,0.0,,,,,,,1.0,
آمار فوتی‌های کرونا امروز پنجشنبه ۳۰ تير ۱۴۰۱,only_title,0,اجتماعی,0.0,,,,,,,0.0,
دولت چگونه جو افزایشی قیمت دلار را شکست؟ | عقب نشینی ۴ هزار تومانی دلار ؛ جدیدترین قیمت در بازار غیررسمی | مداخله بانک مرکزی ادامه خواهد داشت,only_title,1,اقتصادی,1.0,,,,,,,0.0,
هشدار آمریکا به کشورهای عربی,only_title,0,اخبار جهان,0.0,,,,,,,0.0,
هزاران نفر از کارکنان اداره پست انگلیس اعتصاب کردند,only_title,0,اخبار جهان,0.0,,,,,,,0.0,
(تصاویر) حمله هواداران مقتدی صدر به کاخ ریاست جمهوری عراق,only_title,1,اخبار جهان,0.0,,,,,,,0.0,
بخشش یک محکوم به قصاص در آستانه اجرای حکم,only_title,0,اجتماعی,0.0,,,,,,,0.0,
دو کشته به دلیل تیراندازی در عروسی | فرد متهم تحویل نیروی انتظامی شد,only_title,0,اجتماعی,0.0,,,,,,,1.0,
اقدام مدعی‌ العموم در پرونده خانم بی‌حجاب پرتاب‌ کننده روسری در انتخابات نظام مهندسی,only_title,0,سیاسی,0.0,,,,,,,1.0,
سودجویان گوشت را گران کردند!,only_title,0,اقتصادی,0.0,,,,,,,0.0,
آمار فوتی‌های کرونا دوشنبه ۱۱ مرداد ۱۴۰۰,only_title,1,اجتماعی,0.0,,,,,,,0.0,
هشدار هواشناسی | افزایش آلودگی هوا در ۲ کلانشهر | وزش باد شدید و ارتفاع امواج در ۳ استان,only_title,0,اجتماعی,0.0,,,,,,,0.0,
بهترین ساعت‌های هوشمند سال ۲۰۲۱,only_title,0,علم و تکنولوژی,0.0,,,,,,,0.0,
جدایی قطعی مهدوی‌کیا از تیم امید/عکس,only_title,0,ورزشی,0.0,,,,,,,0.0,
آمار کرونا در ایران امروز جمعه ۲۱ خرداد ۱۴۰۰؛ شناسایی ۹۹۶۶ مبتلای جدید/فوت ۱۲۴ بیمار,only_title,1,اجتماعی,1.0,,,,,,,1.0,
نرخ جدید سود سپرده بانکی چه‌کسانی را خوشحال می‌کند؟,only_title,1,اقتصادی,0.0,,,,,,,1.0,
تشخیص زردچوبه اصل و مرغوب با ۳ راه ساده | این آزمایش آسان را انجام دهید,only_title,0,علم و تکنولوژی,1.0,,,,,,,0.0,
خبر خوب برای پرسپولیسی‌ها؛ احمد نوراللهی در آستانه بازگشت,only_title,0,ورزشی,0.0,,,,,,,1.0,
حبس ۳ ساله و جریمه ۱۲ میلیونی برای شکار جغد,only_title,0,اجتماعی,0.0,,,,,,,0.0,
"خشت کج هر جا بنا گذاشته شود عمارت را لرزان می کند؛ چه ""بی بی سی""  چه ""سیما""",only_title,0,فرهنگی و هنری,0.0,,,,,,,0.0,
ارسال پیامک کشف حجاب به مالکان خودروها,only_title,1,اجتماعی,0.0,,,,,,,0.0,
احسان کرمی به شبکه منوتو پیوست | اولین تصویر احسان کرمی در شبکه منوتو | حضور زنده احسان کرمی در منوتوپلاس!,only_title,0,فرهنگی و هنری,0.0,,,,,,,0.0,
ثبت بیش از ۲۳ میلیون سفر نوروزی فقط در روز گذشته | بارش برف و باران در جاده‌های ۴ استان,only_title,0,اجتماعی,0.0,,,,,,,1.0,
ببینید | لحظه رسیدن اولین محموله غذایی با بالگرد به فریدونشهر محاصره در برف,only_title,0,اجتماعی,0.0,,,,,,,0.0,
تخلیه کارکنان و دیپلمات‌های سفارت آذربایجان در تهران | کنسولگری تبریز فعال است,only_title,0,اخبار جهان,0.0,,,,,,,0.0,
گران شدن کرایه تاکسی از اول اردیبهشت ماه,only_title,1,اقتصادی,0.0,,,,,,,0.0,
ملت ایران با وحدت و همدلی از امنیت خودش دفاع می کند,only_title,0,سیاسی,0.0,,,,,,,0.0,
وزیر ارشاد: تا یک سال و نیم آینده تقریبا در تولید کاغذ به خودکفایی لازم خواهیم رسید,only_title,0,فرهنگی و هنری,0.0,,,,,,,0.0,
اوکراین از اردوغان کمک خواست,only_title,0,اخبار جهان,0.0,,,,,,,0.0,
برگزاری سی و سومین جشنواره تئاتر استانی در بیجار,only_title,0,فرهنگی و هنری,0.0,,,,,,,0.0,
افتتاح ۱۶۵ طرح با اعتبار یکهزار و ۱۰۰ میلیارد تومان در دهه‌فجر,only_title,0,اجتماعی,0.0,,,,,,,0.0,
ماجرای قتل هندبالیست سابق تیم نوجوانان ایران ,only_title,0,ورزشی,0.0,,,,,,,0.0,
از جزئیات پرداخت یارانه به افراد جامانده با خبر شوید,only_title,1,اقتصادی,0.0,,,,,,,1.0,
یکی از وظایف پلیس پاسداری از مبانی همبستگی اجتماعی در کشور است,only_title,0,سیاسی,0.0,,,,,,,0.0,
چه خبر از پرداخت وام با کارت یارانه ؟,only_title,1,اقتصادی,0.0,,,,,,,1.0,
آقازاده‌های پروازی!,only_title,1,سیاسی,0.0,,,,,,,0.0,
پرواز اختصاصی به ترکیه برای نجات طارمی,only_title,0,ورزشی,0.0,,,,,,,1.0,
تصاویری واضح از خیانت پیکه به شکیرا | خواننده کلمبیایی از همه چیز خبر داشت,only_title,0,ورزشی,1.0,,,,,,,0.0,
تحقیر فوتبال ایران توسط دستیار کی روش با خوشحالی بزرگ | مردم ایران آیا تلویزیون نداشتند؟,only_title,0,ورزشی,0.0,,,,,,,1.0,
حمایت اصغر فرهادی از ترانه علیدوستی,only_title,1,فرهنگی و هنری,0.0,,,,,,,1.0,
پیام انتخاباتی سید محمد خاتمی منتشر شد,only_title,0,سیاسی,0.0,,,,,,,1.0,
انقلاب اسلامی روح عزت ملی را در مردم احیا کرد,only_title,0,سیاسی,1.0,,,,,,,0.0,
مخبر به مسکو می‌رود | جزییات سفر معاون اول رییسی به روسیه,only_title,0,علم و تکنولوژی,0.0,,,,,,,0.0,
خواستار توقیف سریال سقوط هستیم | سریال سقوط مجوز پخش ندارد,only_title,0,فرهنگی و هنری,0.0,,,,,,,0.0,
خبر فوری درباره یارانه رمضان/ کدام بانک واریز یارانه را کلید زد؟,only_title,1,اقتصادی,0.0,,,,,,,1.0,
عکس ا تاج گل یک سفارتخانه برای یادبود رستم قاسمی,only_title,0,سیاسی,0.0,,,,,,,1.0,
جاسازی گونی ۱۰۰ کیلویی تریاک در خودروی برلیانس,only_title,0,اجتماعی,0.0,,,,,,,0.0,
معافیت صنایع نیروگاه ساز از طرح مدیریت مصرف,only_title,0,اقتصادی,0.0,,,,,,,0.0,
قیمت گوشی‌های سامسونگ، شیائومی و آیفون امروز چهارشنبه ۱۸ خرداد ۱۴۰۱,only_title,0,علم و تکنولوژی,0.0,,,,,,,0.0,
لزوم تسریع در هوشمندسازی توزیع سوخت/تشدیدنظارت بر مبارزه با قاچاق,only_title,0,اجتماعی,0.0,,,,,,,0.0,
عکس یادگاری رئیسی کنار «سفره هفت‌سین» متفاوت در حیاط هیئت دولت,only_title,0,سیاسی,0.0,,,,,,,0.0,
همدست سارق خشن اتوبان نیایش دستگیر شد,only_title,0,اجتماعی,0.0,,,,,,,0.0,
ورود سامانه بارشی از عصر امروز به استان مرکزی,only_title,0,اجتماعی,0.0,,,,,,,1.0,
مربی تیم ملی بوکس اخراج شد؟,only_title,0,ورزشی,0.0,,,,,,,1.0,
صعود قطر از جام جهانی | وقتی پول حرف اول را می زند,only_title,0,سیاسی,0.0,,,,,,,0.0,
افطاری ثبت جهانی می‌شود,only_title,0,اجتماعی,0.0,,,,,,,0.0,
چه کسی شعر نیما را غلط خوانده است؟,only_title,0,فرهنگی و هنری,0.0,,,,,,,0.0,
پیش بینی وضعیت آب و هوای تهران فردا یکشنبه ۳۰ خرداد ۱۴۰۰,only_title,0,اجتماعی,0.0,,,,,,,0.0,
بارزانی از توافقی برای پایان اختلافات دو حزب اصلی کُرد خبر داد,only_title,0,اخبار جهان,0.0,,,,,,,0.0,
قیمت خودرو‌های ایران‌خودرو و سایپا امروز شنبه ۲۰ آذر ۱۴۰۰,only_title,0,اقتصادی,0.0,,,,,,,0.0,
متکی: در بمباران دیگر مراکز تروریست‌ها در شمال عراق تردید نمی‌کنیم,only_title,1,سیاسی,0.0,,,,,,,0.0,
عکس | لحظه مرگ یک دنباله‌دار | تصویری خیره‌کننده که بهترین لقب گرفت,only_title,0,علم و تکنولوژی,0.0,,,,,,,0.0,
عکس | بازتاب جهانی تروریست خطاب کردن مربی ایرانی فوتبال | استعفا بعد از تنها یک روز سرمربیگری | بازیکنان گفتند برای تو بازی نمی کنیم!,only_title,0,ورزشی,0.0,,,,,,,0.0,
جزئیات تعرفه جدید گاز مشترکان خانگی / قبوض گاز ۷۰ درصد مشترکان بدون هیچ تغییری / پرمصرف‌ها نقره‌داغ شدند؛ مبنای محاسبه به نرخ گاز تجاری است,only_title,1,اقتصادی,0.0,,,,,,,1.0,
قیمت پیاز در مسیر فتح قله‌های جدید گرانی,only_title,1,اقتصادی,0.0,,,,,,,1.0,
پنج بازی امروز لیگ برتر لغو شد!,only_title,1,ورزشی,0.0,,,,,,,0.0,
مرگ ناگهانی ژنرال سابق روس که روابط قوی با اوکراین داشت,only_title,0,سیاسی,1.0,,,,,,,0.0,
خطر محرومیت برای دو ستاره پرسپولیس | بازیکن‌های کلیدی یحیی به بازی بزرگ فصل می‌رسند؟,only_title,0,ورزشی,0.0,,,,,,,0.0,
(ویدئو) امید در میانه جنگ؛ جشن عروسی زوج اوکراینی با لباس نظامی,only_title,0,سیاسی,0.0,,,,,,,0.0,
داستان سقوط کریستیانو رونالدو,only_title,0,ورزشی,0.0,,,,,,,1.0,
گزینه ها را از روی میز حذف نخواهیم کرد | رویکرد دوگانه آمریکا و برغم تکرار ادعاهای ضد ایرانی؛ دیپلماسی همچنان بهترین راه است,only_title,0,سیاسی,1.0,,,,,,,1.0,
توقف واردات گندم در گرو افزایش بهره وری است,only_title,0,اقتصادی,0.0,,,,,,,0.0,
لحظه‌های جهنمی اسکوچیچ؛ از لابی هتل تا کافی شاپ/ عکس,only_title,0,ورزشی,0.0,,,,,,,0.0,
جنگنده‌های باکو به موشک‌های اسرائیلی مجهز شدند/‌علی‌اف از پاکستان هم جنگنده می‌خرد,only_title,1,اخبار جهان,0.0,,,,,,,0.0,
نظام مسئله‌یابی در ٧ ناحیه استقرار می‌یابد | بهره‌مندی از رویکردهای خلاقانه و استخراج نقاط ضعف و قوت,only_title,0,اجتماعی,0.0,,,,,,,0.0,
مجیدی جواب حملات محمود فکری را داد,only_title,0,ورزشی,0.0,,,,,,,0.0,
(ویدیو) خلاصه بازی بارسلونا ۳ – ۰ یوونتوس؛ پیروزی بدون مسی,only_title,1,ورزشی,0.0,,,,,,,0.0,
جودو، شطرنج یا پوکر؟/ هیچکدام، پوتین با پُل کار اوکراین را تمام می‌کند!,only_title,0,سیاسی,0.0,,,,,,,0.0,
ادارات چهارمحال و بختیاری در پی بارش برف سنگین تعطیل شد,only_title,0,اجتماعی,0.0,,,,,,,1.0,
چرا واکسن داخلی تزریق نمی‌شود؟,only_title,1,اقتصادی,0.0,,,,,,,0.0,
جزئیات گفتگوی تلفنی وزرای خارجه سوریه و ایران | وزیر خارجه سوریه: آمریکا و غرب ایران آباد، پیشرفته و مستقل نمی‌خواهند,only_title,0,سیاسی,0.0,,,,,,,0.0,
نظارت شبانه روزی ۷۴تیم بهداشتی علوم پزشکی ایرانشهر در ایام نوروز ,only_title,0,اجتماعی,0.0,,,,,,,0.0,
نقش حاج قاسم در حل بحران سوریه/ شهید سلیمانی قاطعیت داشت,only_title,0,سیاسی,1.0,,,,,,,0.0,
بیانیه سازمان مردم نهاد جمعیّت حامیان آزادی قدس شریف به مناسبت روز جهانی قدس,only_title,0,سیاسی,0.0,,,,,,,0.0,
ابراز آمادگی اوکراین برای عضویت در ناتو,only_title,0,اخبار جهان,0.0,,,,,,,0.0,
تصاویر راهپیمایی مردم تهران در محکومیت حرکات هنجارشکنانه | قطعنامه پایانی؛ جسارتی بزرگ صورت گرفت | اگر دست از رفتارهای ننگین خود برندارید ...,only_title,0,سیاسی,1.0,,,,,,,0.0,
نرخ رسمی ۲۰ ارز افزایش یافت | ۲۲ دی ۱۴۰۱,only_title,0,اقتصادی,0.0,,,,,,,0.0,
فاجعه با ساخت این قطعه رقم خورده است/ اثری که در شان تیم ملی هم نیست,only_title,0,فرهنگی و هنری,0.0,,,,,,,0.0,
انصراف زیرکانه گزینه‌های ایرانی از سرمربیگری تیم ملی فوتبال! جاخالی برای آمدن مربی خارجی محبوب تاج,only_title,0,ورزشی,0.0,,,,,,,0.0,
فقط ۱۰ روز مانده؛ تصمیم خطرناک فیفا درباره فوتبال ایران؟,only_title,1,ورزشی,0.0,,,,,,,0.0,
کارت بازی بازیکن خارجی پرسپولیس صادر شد,only_title,0,ورزشی,0.0,,,,,,,0.0,
خبر خوش به کارمندان و بازنشستگان؛ زمان اجرای افزایش حقوق اعلام شد | حداقل افزایش حقوق بازنشستگان چقدر است؟,only_title,1,اقتصادی,1.0,,,,,,,1.0,
آیین تجلیل از خادمین اعتکاف شهرستان کهگیلویه برگزار شد,only_title,0,اجتماعی,0.0,,,,,,,0.0,
«حجت عبدالملکی» وزیر کار رسماً استعفا کرد؛ به خاطر «افزایش هماهنگی دولت» کنار می‌روم,only_title,1,سیاسی,0.0,,,,,,,0.0,
جدایی غیرمنتظره بازیکن پرسپولیس | مدافع سرخ ها با تصمیم یحیی راهی نفت شد,only_title,1,ورزشی,0.0,,,,,,,0.0,
روستای‌«چهارده بنه» کجای‌ تهران بود؟ | ساکنان اولیه اینجا، تبعیدی‌های خاندان زندیه بودند! | ماجرای یافتن آب توسط قراولان شاه چه بود؟,only_title,0,اقتصادی,0.0,,,,,,,0.0,
استمرار فعالیت سامانه بارشی در گلستان,only_title,0,اجتماعی,0.0,,,,,,,0.0,
این خودروی پرطرفدار ایران خودرو را بدون قرعه‌ کشی بخرید | زمان عرضه و مراحل خرید,only_title,1,اقتصادی,0.0,,,,,,,1.0,
برخورد با قطار جان ۲ شهروند یزدی را گرفت,only_title,0,اجتماعی,0.0,,,,,,,0.0,
عکس‌های تازه از «پیروز» توله یوزپلنگ ایرانی,only_title,0,علم و تکنولوژی,0.0,,,,,,,0.0,
قیمت دلار در صرافی‌ها بعد از اولین ریزش | یک پیشنهاد مهم به بانک مرکزی,only_title,1,اقتصادی,1.0,,,,,,,0.0,
